time,relative_time,dt,loop_wall_dt,feedback_read_ms,core_step_ms,send_motion_ms,csv_write_ms,total_loop_ms,node_state,phase,active_swing_pair,q_cmd_final_sim_FR_hip,q_cmd_final_sim_FR_thigh,q_cmd_final_sim_FR_calf,q_cmd_final_sim_FL_hip,q_cmd_final_sim_FL_thigh,q_cmd_final_sim_FL_calf,q_cmd_final_sim_RR_hip,q_cmd_final_sim_RR_thigh,q_cmd_final_sim_RR_calf,q_cmd_final_sim_RL_hip,q_cmd_final_sim_RL_thigh,q_cmd_final_sim_RL_calf,q_actual_sim_FR_hip,q_actual_sim_FR_thigh,q_actual_sim_FR_calf,q_actual_sim_FL_hip,q_actual_sim_FL_thigh,q_actual_sim_FL_calf,q_actual_sim_RR_hip,q_actual_sim_RR_thigh,q_actual_sim_RR_calf,q_actual_sim_RL_hip,q_actual_sim_RL_thigh,q_actual_sim_RL_calf,q_error_sim_FR_hip,q_error_sim_FR_thigh,q_error_sim_FR_calf,q_error_sim_FL_hip,q_error_sim_FL_thigh,q_error_sim_FL_calf,q_error_sim_RR_hip,q_error_sim_RR_thigh,q_error_sim_RR_calf,q_error_sim_RL_hip,q_error_sim_RL_thigh,q_error_sim_RL_calf,fk_clearance_actual_FR,fk_clearance_actual_FL,fk_clearance_actual_RR,fk_clearance_actual_RL,real_vmc_scale,kp_FR_hip,kp_FR_thigh,kp_FR_calf,kp_FL_hip,kp_FL_thigh,kp_FL_calf,kp_RR_hip,kp_RR_thigh,kp_RR_calf,kp_RL_hip,kp_RL_thigh,kp_RL_calf,kd_FR_hip,kd_FR_thigh,kd_FR_calf,kd_FL_hip,kd_FL_thigh,kd_FL_calf,kd_RR_hip,kd_RR_thigh,kd_RR_calf,kd_RL_hip,kd_RL_thigh,kd_RL_calf,max_q_error,max_tau_est,max_current,max_temp,safety_stop,stop_reason,communication_ok,sent,api_total_ms,spi_total_ms,num_spi_frames,num_can_frames,actual_send_hz,send_period_p95_ms,send_period_max_ms
1782714231.1544435,0.0,0.02436375617980957,0.02436375617980957,0.3301510005258024,6.870227000035811,12.69560100081435,0.0,0.0,running,0.023,1,-0.1571,0.3491000000000003,-0.7854000000000005,0.1571,0.3491000000000003,-0.7854000000000005,-0.1571,0.3491000000000003,-0.7854000000000005,0.1571,0.3491000000000003,-0.7854000000000005,-0.13300000131130219,0.3409999907016754,-0.7799999713897705,0.13600000739097595,0.34700000286102295,-0.7770000100135803,-0.11699999868869781,0.3490000069141388,-0.781000018119812,0.10999999940395355,0.34700000286102295,-0.7839999794960022,-0.024099998688697805,0.008100009298324884,-0.005400028610230034,0.021099992609024038,0.0020999971389773497,-0.00839998998642022,-0.040100001311302175,9.999308586150502e-05,-0.00439998188018853,0.04710000059604644,0.0020999971389773497,-0.0014000205039983449,-0.00025713892714768205,-0.0005056238006962976,-0.0002747344865217105,-6.768598346451604e-05,0.0,50.0,80.0,80.0,59.39537040393966,130.23031475634696,140.23031475634696,59.29656762352521,130.01367973741083,139.99704497619248,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.001330780897468,6.001330780897468,6.001330780897468,5.0,5.0,5.0,0.04710000059604644,0.4099999964237213,0.0,33.900001525878906,0,,1,1,2.786332000141556,2.7762199997596326,2,12,0.0,0.0,0.0
1782714231.17886,0.02,0.027627229690551758,0.027627229690551758,0.2887419996113749,6.308936000095855,10.45760099987092,5.385043999922345,0.0,running,0.046,1,-0.1571,0.3499693989941238,-0.7864210927306672,0.1570999999027004,0.34849381880386116,-0.7847713744914653,-0.1570999999027004,0.34850605096271586,-0.7847968980305196,0.1571,0.3501512586397015,-0.7868004720796345,-0.13300000131130219,0.3409999907016754,-0.7799999713897705,0.13600000739097595,0.3479999899864197,-0.7770000100135803,-0.11699999868869781,0.3479999899864197,-0.781000018119812,0.10999999940395355,0.34700000286102295,-0.7839999794960022,-0.024099998688697805,0.008969408292448411,-0.006421121340896674,0.021099992511724452,0.0004938288174414773,-0.007771364477884957,-0.04010000121400259,0.0005060609762961854,-0.00379687991070754,0.04710000059604644,0.00315125577867853,-0.0028004925836323524,-0.00025713892714768205,-0.000514499235686694,-0.0002655995257419552,-6.768598346451604e-05,0.009831171800237192,50.0,80.0,80.0,61.864937440189756,139.49351540071154,149.49351540071157,61.864937440189756,139.49351540071154,149.49351540071157,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.04710000059604644,0.30000001192092896,0.0,33.900001525878906,0,,1,1,3.2609660001980956,3.2543739998800447,2,12,37.492190845441485,26.672220999898855,26.672220999898855
1782714231.19719,0.04,0.0214083194732666,0.0214083194732666,0.16173099993466167,3.010657000231731,10.936363000837446,2.990336000038951,0.0,running,0.069,1,-0.1571,0.3522748071962605,-0.7905289332597781,0.15709999959593188,0.34796061609630907,-0.7841486969161254,-0.15709999959593188,0.3479897215426523,-0.7842094329828081,0.1571,0.3532219825392683,-0.7925048997596659,-0.13300000131130219,0.3409999907016754,-0.7799999713897705,0.13600000739097595,0.3479999899864197,-0.7770000100135803,-0.11699999868869781,0.3479999899864197,-0.781000018119812,0.10999999940395355,0.34700000286102295,-0.7839999794960022,-0.024099998688697805,0.01127481649458506,-0.010528961870007625,0.021099992204955925,-3.937389011060555e-05,-0.007148686902545109,-0.04010000090723406,-1.0268443767391666e-05,-0.003209414862996085,0.04710000059604644,0.006221979678245337,-0.008504920263663673,-0.00025713892714768205,-0.000514499235686694,-0.0002655995257419552,-6.768598346451604e-05,0.02,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.04710000059604644,0.4699999988079071,0.0,33.900001525878906,0,,1,1,6.0170890001245425,6.0100170003352105,2,12,43.99913312924277,26.672220999898855,26.672220999898855
1782714231.212095,0.06,0.017016172409057617,0.017016172409057617,0.30656600029033143,3.6014859997521853,8.106702000077348,1.7988230001719785,0.0,running,0.092,1,-0.1571,0.35653539061316164,-0.7989020482931698,0.1570999988748311,0.3475254859213296,-0.7835487946014444,-0.1570999988748311,0.34756296610124515,-0.7836270100444819,0.1571,0.3590393975035509,-0.8041271117818725,-0.13300000131130219,0.3409999907016754,-0.7799999713897705,0.13600000739097595,0.3479999899864197,-0.7770000100135803,-0.11699999868869781,0.3479999899864197,-0.781000018119812,0.10999999940395355,0.34700000286102295,-0.7839999794960022,-0.024099998688697805,0.015535399911486225,-0.01890207690339929,0.021099991483855135,-0.0004745040650900867,-0.00654878458786412,-0.04010000018613327,-0.0004370238851745256,-0.0026269919246698636,0.04710000059604644,0.012039394642527956,-0.020127132285870264,-0.00025713892714768205,-0.000514499235686694,-0.0002655995257419552,-6.768598346451604e-05,0.03,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.04710000059604644,0.4699999988079071,0.0,33.900001525878906,0,,1,1,2.107629999954952,2.100140999573341,2,12,49.81785430080607,26.672220999898855,26.672220999898855
1782714231.2298107,0.08,0.017723560333251953,0.017723560333251953,0.2631089992064517,4.614467000465083,6.913395999617933,4.275772000255529,0.0,running,0.11499999999999999,1,-0.1571,0.3622624157377319,-0.8106209240907167,0.1570999979996997,0.3471995951979283,-0.7829654532634229,-0.1570999979996997,0.3472453927902398,-0.7830610258168149,0.1571,0.3669159566677265,-0.8203357633348626,-0.13300000131130219,0.3409999907016754,-0.7799999713897705,0.13600000739097595,0.3479999899864197,-0.7770000100135803,-0.11699999868869781,0.3479999899864197,-0.781000018119812,0.10999999940395355,0.34700000286102295,-0.7839999794960022,-0.024099998688697805,0.021262425036056465,-0.030620952700946225,0.02109999060872375,-0.0008003947884913654,-0.005965443249842606,-0.04009999931100189,-0.0007545971961798736,-0.0020610076970029034,0.04710000059604644,0.019915953806703524,-0.03633578383886038,-0.00025713892714768205,-0.000514499235686694,-0.0002655995257419552,-6.768598346451604e-05,0.04,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.04710000059604644,0.4699999988079071,0.0,33.900001525878906,0,,1,1,1.7913980000230367,1.7852540004241746,2,12,51.69764868004581,26.672220999898855,26.672220999898855
1782714231.2461314,0.1,0.01676774024963379,0.01676774024963379,1.4113580000412185,3.5194029997001053,6.678607000139891,3.343719999975292,0.0,running,0.13799999999999998,1,-0.1571,0.3681295258649159,-0.8230020116215104,0.15709999756279147,0.3469893221555085,-0.7823904824843692,-0.15709999756279147,0.34705298445047306,-0.7825233295411442,0.1571,0.37501501913641205,-0.8373844743449621,-0.13899999856948853,0.3440000116825104,-0.7829999923706055,0.14399999380111694,0.3479999899864197,-0.7799999713897705,-0.13300000131130219,0.3479999899864197,-0.7829999923706055,0.12300000339746475,0.3479999899864197,-0.7839999794960022,-0.018100001430511464,0.024129514182405498,-0.04000201925090496,0.013100003761674528,-0.0010106678309111938,-0.0023905110945986463,-0.024099996251489286,-0.0009470055359466212,0.0004766628294612385,0.03409999660253524,0.027015029149992376,-0.05338449484895991,-9.990213498267675e-05,-0.0003280301918230366,-0.00014034011217733955,-7.750777299653233e-05,0.05,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.05338449484895991,0.6399999856948853,0.0,33.900001525878906,0,,1,1,1.4314549998744042,1.4241260005292133,2,12,53.35053468387424,26.672220999898855,26.672220999898855
1782714231.2678857,0.12,0.019235610961914062,0.019235610961914062,0.19398799940972822,5.705947000024025,8.223696999266394,3.4824100002879277,0.0,running,0.16099999999999998,1,-0.1571,0.37277331972296746,-0.8332502600458993,0.15709999649041972,0.34690500534751995,-0.7818334348175158,-0.15709999649041972,0.3469877832763081,-0.7820061544475968,0.1571,0.38147882214248574,-0.8514448427139887,-0.14100000262260437,0.34700000286102295,-0.7850000262260437,0.14499999582767487,0.3479999899864197,-0.781000018119812,-0.13500000536441803,0.3479999899864197,-0.7829999923706055,0.12700000405311584,0.3490000069141388,-0.7860000133514404,-0.01609999737739562,0.025773316861944506,-0.048250233819855604,0.012100000662744859,-0.001094984638899732,-0.0008334166977037594,-0.022099991126001695,-0.0010122067101115961,0.000993837923008667,0.030099995946884145,0.03247881522834695,-0.06544482936254825,-4.579932918247209e-06,-0.0002655995257419552,-0.00014034011217733955,3.8755296153825114e-05,0.06,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.06544482936254825,0.7099999785423279,0.0,33.900001525878906,0,,1,1,1.762629999575438,1.7561020003995509,2,12,52.14429508377431,26.672220999898855,26.672220999898855
1782714231.2891614,0.14,0.019908428192138672,0.019908428192138672,0.10454599942022469,5.090861000098812,10.380894999798329,3.557547999662347,0.0,running,0.18399999999999997,1,-0.1571,0.3760394894582998,-0.8410526492801579,0.15709999961463225,0.3469579787729846,-0.7813163340681971,-0.15709999961463225,0.3470398757055919,-0.7814871902023621,0.1571,0.3861176572371564,-0.8621281927970508,-0.1420000046491623,0.3490000069141388,-0.7889999747276306,0.1459999978542328,0.3479999899864197,-0.781000018119812,-0.1379999965429306,0.3479999899864197,-0.7829999923706055,0.1289999932050705,0.35100001096725464,-0.7889999747276306,-0.015099995350837697,0.027039482544160998,-0.05205267455252727,0.011100001760399464,-0.0010420112134350568,-0.00031631594838510413,-0.01910000307170165,-0.0009601142808277618,0.0015128021682433435,0.028100006794929494,0.03511764626990177,-0.07312821806942016,0.00022846673624854485,-0.0002655995257419552,-0.00014034011217733955,0.00020888171681043843,0.07,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.07312821806942016,1.1299999952316284,0.0,33.900001525878906,0,,1,1,1.4656950006610714,1.4580150000256253,2,12,51.28238039103536,26.672220999898855,26.672220999898855
1782714231.3088953,0.16,0.01999521255493164,0.01999521255493164,0.10409800052002538,5.369683000026271,9.84718800009432,2.803835999657167,0.0,running,0.20699999999999996,1,-0.1571,0.3769163734768135,-0.844258119954253,0.15709999949666253,0.34713539696142376,-0.7808215339793039,-0.15709999949666253,0.3472121750736365,-0.7809816796932361,0.1571,0.3875643510586142,-0.8665355221060299,-0.14300000667572021,0.35199999809265137,-0.7990000247955322,0.1469999998807907,0.3479999899864197,-0.781000018119812,-0.14000000059604645,0.34700000286102295,-0.7829999923706055,0.1340000033378601,0.3580000102519989,-0.8029999732971191,-0.014099993324279775,0.024916375384162137,-0.04525809515872081,0.010099999615871824,-0.0008645930249959188,0.00017848414050813943,-0.017099998900616087,0.00021217221261354835,0.002018312677369405,0.023099996662139882,0.029564340806615297,-0.06353554880891077,0.0008366077627650625,-0.0002655995257419552,-0.00013065332718176226,0.00103358010178084,0.08,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.06353554880891077,0.6600000262260437,0.0,33.900001525878906,0,,1,1,1.5415369998663664,1.5336970000134897,2,12,51.27570131240606,26.672220999898855,26.672220999898855
1782714231.3286934,0.18,0.019998788833618164,0.019998788833618164,0.10393800039310008,5.733467000027304,9.264550999432686,3.216389000044728,0.0,running,0.22999999999999995,1,-0.1571,0.37260548281779954,-0.8369318340045389,0.1571000122391893,0.34741924778340594,-0.7803312536056362,-0.1571000122391893,0.347501622745108,-0.780503032185551,0.1571,0.3820018872100614,-0.8565916071558655,-0.14399999380111694,0.3580000102519989,-0.8059999942779541,0.14800000190734863,0.34700000286102295,-0.781000018119812,-0.14300000667572021,0.34700000286102295,-0.7820000052452087,0.13600000739097595,0.3630000054836273,-0.8119999766349792,-0.013100006198883046,0.014605472565800637,-0.030931839726584753,0.009100010331840658,0.0004192449223829886,0.0006687645141758569,-0.014100005563469076,0.0005016198840850361,0.0014969730596577913,0.021099992609024038,0.019001881726434078,-0.044591630520886216,0.0012265256301339234,-0.0002561829381762526,-0.00019348566636256948,0.0015663536559131774,0.09,50.0,80.0,80.0,62.0,140.0,150.0,62.0,140.0,150.0,50.0,80.0,80.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.044591630520886216,0.7599999904632568,0.0,33.900001525878906,0,,1,1,1.7795270005080965,1.7728060001900303,2,12,50.975184447589555,26.672220999898855,26.672220999898855
